site,treatment,plot,tree,year,Earlywood_Radius_mm,Earlywood_cumulative_radius_mm,Earlywood_BAI_mmsq,Earlywood_cumulative_BAI,Earlywood_cumularive_BAI_ha_m2,Latewood_radius_mm,Latewood_cumulative_radius,Latewood_BAI,Latewood_cumulative_BAI,Latewood_cumulative_BAI_ha_m2,Totalwood_radius_mm,Totalwood_cumulative_radius_mm,Totalwood_BAI,Totalwood_cumulative_BAI,Totalwood_cumulative_BAI_ha_m2
Feather Falls,herbicide,15,8,1995,0.6575,3.5655,1.357441625,39.91816139,67062.51114,0.2045,0.869,0.131315585,2.37120554,3983.625307,0.905,3.5715,2.5717385,40.05262247,67288.40575
Feather Falls,herbicide,15,8,1996,0.628,4.1935,1.23836576,55.21828867,92766.72497,0.265,1.134,0.2205065,4.03790184,6783.675091,0.862,4.4335,2.33315816,61.71959587,103688.9211
Feather Falls,herbicide,15,8,1997,0.588,4.7815,1.08563616,71.78901067,120605.5379,0.1875,1.3215,0.110390625,5.483577465,9212.410141,0.8925,5.326,2.501186625,89.07010664,149637.7792
Feather Falls,herbicide,15,8,1998,0.3505,5.132,0.385749785,82.69951136,138935.1791,0.231,1.5525,0.16755354,7.568204625,12714.58377,0.775,6.101,1.8859625,116.8777111,196354.5546
Feather Falls,herbicide,15,8,1999,0.287,5.419,0.25863866,92.20786154,154909.2074,0.1365,1.689,0.058505265,8.95754394,15048.67382,0.581,6.682,1.05994154,140.1982494,235533.059
Feather Falls,herbicide,15,8,2000,0.2555,5.6745,0.204979985,101.1078438,169861.1776,0.1145,1.8035,0.041166185,10.21320247,17158.18015,0.4235,7.1055,0.563166065,158.532729,266334.9847
Feather Falls,herbicide,15,8,2001,0.2175,5.892,0.148541625,109.007185,183132.0708,0.085,1.8885,0.0226865,11.19859727,18813.64341,0.37,7.4755,0.429866,175.4729348,294794.5305
Feather Falls,herbicide,15,8,2002,0.172,6.064,0.09289376,115.4643814,193980.1608,0.091,1.9795,0.02600234,12.30383959,20670.45051,0.302,7.7775,0.28638056,189.9370496,319094.2433
Feather Falls,herbicide,15,8,2003,0.19,6.254,0.113354,122.8133002,206326.3443,0.073,2.0525,0.01673306,13.22805463,22223.13178,0.263,8.0405,0.21719066,202.9998704,341039.7823
Feather Falls,herbicide,15,8,2004,0.1655,6.4195,0.086005385,129.399338,217390.8878,0.073,2.1255,0.01673306,14.18573579,23832.03613,0.263,8.3035,0.21719066,216.4970725,363715.0818
Feather Falls,herbicide,15,8,2005,0.213,6.6325,0.14245866,138.1287766,232056.3447,0.0565,2.182,0.010023665,14.94992936,25115.88132,0.2385,8.542,0.178610265,229.112499,384908.9983
Feather Falls,herbicide,15,8,2006,0.192,6.8245,0.11575296,146.2417328,245686.1111,0.0745,2.2565,0.017427785,15.98822767,26860.22249,0.269,8.811,0.22721354,243.7698839,409533.405
Feather Falls,herbicide,15,8,2007,0.173,6.9975,0.09397706,153.7501196,258300.2009,0.081,2.3375,0.02060154,17.15666563,28823.19826,0.2665,9.0775,0.223009865,258.7391596,434681.7881
Feather Falls,herbicide,15,8,2008,0.114,7.1115,0.04080744,158.8005773,266784.9699,0.041,2.3785,0.00527834,17.76380347,29843.18983,0.254,9.3315,0.20258024,273.4214417,459348.0221
Feather Falls,herbicide,15,11,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feather Falls,herbicide,15,11,1989,0.081,0.081,0.02060154,0.02060154,34.6105872,0.0795,0.0795,0.019845585,0.019845585,33.3405828,0,0,0,0,0
Feather Falls,herbicide,15,11,1990,0.105,0.186,0.0346185,0.10863144,182.5008192,0.1,0.1795,0.0314,0.101171585,169.9682628,0.1595,0.1595,0.079882385,0.079882385,134.2024068
Feather Falls,herbicide,15,11,1991,0.387,0.573,0.47027466,1.03095306,1732.001141,0.126,0.3055,0.04985064,0.293056985,492.3357348,0.2045,0.364,0.131315585,0.41603744,698.9428992
Feather Falls,herbicide,15,11,1992,0.5695,1.1425,1.018396985,4.098661625,6885.75153,0.183,0.4885,0.10515546,0.749305265,1258.832845,0.5125,0.8765,0.824740625,2.412312065,4052.684269
Feather Falls,herbicide,15,11,1993,0.92,2.0625,2.657696,13.35726563,22440.20626,0.222,0.7105,0.15475176,1.585104185,2662.975031,0.7525,1.629,1.778044625,8.33243274,13998.487
Feather Falls,herbicide,15,11,1994,0.746,2.8085,1.74746024,24.76729087,41609.04866,0.2245,0.935,0.158256785,2.7450665,4611.71172,1.1415,2.7705,4.091489865,24.10160459,40490.69571
Feather Falls,herbicide,15,11,1995,0.777,3.5855,1.89570906,40.36724419,67816.97024,0.3135,1.2485,0.308606265,4.894482065,8222.729869,0.9705,3.741,2.957472585,43.94455434,73826.85129
Feather Falls,herbicide,15,11,1996,0.9315,4.517,2.724553665,64.06632746,107631.4301,0.3035,1.552,0.289232465,7.56333056,12706.39534,1.0905,4.8315,3.734057385,73.29825167,123141.0628
Feather Falls,herbicide,15,11,1997,0.721,5.238,1.63230074,86.15106216,144733.7844,0.2445,1.7965,0.187709985,10.13407447,17025.24511,1.235,6.0665,4.7892065,115.5596059,194140.1379
Feather Falls,herbicide,15,11,1998,0.607,5.845,1.15692986,107.2750385,180222.0647,0.241,2.0375,0.18237434,13.03541563,21899.49826,0.9655,7.032,2.927077385,155.2699354,260853.4915
Feather Falls,herbicide,15,11,1999,0.4485,6.2935,0.631618065,124.3695667,208940.8721,0.1815,2.219,0.103438665,15.46123754,25974.87907,0.8475,7.8795,2.255324625,194.9516736,327518.8116
Feather Falls,herbicide,15,11,2000,0.417,6.7105,0.54601146,141.3967442,237546.5303,0.1845,2.4035,0.106886385,18.13919047,30473.83999,0.6295,8.509,1.244288585,227.3456743,381940.7328
Feather Falls,herbicide,15,11,2001,0.362,7.0725,0.41147816,157.0636046,263866.8557,0.1425,2.546,0.063761625,20.35384424,34194.45832,0.601,9.11,1.13417114,260.595194,437799.9259
Feather Falls,herbicide,15,11,2002,0.313,7.3855,0.30762266,171.2732162,287739.0032,0.1285,2.6745,0.051848465,22.46026379,37733.24317,0.5045,9.6145,0.799193585,290.2572362,487632.1568
Feather Falls,herbicide,15,11,2003,0.2795,7.665,0.245297585,184.4819865,309929.7373,0.075,2.7495,0.0176625,23.73761579,39879.19453,0.4415,10.056,0.612055865,317.526647,533444.767
Feather Falls,herbicide,15,11,2004,0.283,7.948,0.25147946,198.3560106,333238.0978,0.155,2.9045,0.0754385,26.48941759,44502.22155,0.3545,10.4105,0.394604585,340.3085222,571718.3173
Feather Falls,herbicide,15,11,2005,0.334,8.282,0.35028584,215.3773854,361834.0075,0.1105,3.015,0.038340185,28.5433065,47952.75492,0.438,10.8485,0.60239016,369.5464501,620838.0362
Feather Falls,herbicide,15,11,2006,0.3565,8.6385,0.399069665,234.3183623,393654.8487,0.1115,3.1265,0.039037265,30.69350707,51565.09188,0.4445,11.293,0.620401985,400.4500059,672756.0099
Feather Falls,herbicide,15,11,2007,0.3345,8.973,0.351335385,252.8162491,424731.2985,0.192,3.3185,0.11575296,34.57906867,58092.83537,0.468,11.761,0.68773536,434.3283199,729671.5774
Feather Falls,herbicide,15,11,2008,0.304,9.277,0.29018624,270.2369691,453998.1081,0.114,3.4325,0.04080744,36.99565663,62152.70314,0.5265,12.2875,0.870415065,474.0855406,796463.7082
Feather Falls,herbicide,15,15,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feather Falls,herbicide,15,15,1989,0.077,0.077,0.01861706,0.01861706,31.2766608,0.011,0.011,0.00037994,0.00037994,0.6382992,0,0,0,0,0
Feather Falls,herbicide,15,15,1990,0.304,0.381,0.29018624,0.45580554,765.7533072,0.055,0.066,0.0094985,0.01367784,22.9787712,0.088,0.088,0.02431616,0.02431616,40.8511488
Feather Falls,herbicide,15,15,1991,0.349,0.73,0.38245514,1.673306,2811.15408,0.08,0.146,0.020096,0.06693224,112.4461632,0.3585,0.4465,0.403559865,0.625997465,1051.675741
Feather Falls,herbicide,15,15,1992,0.3815,1.1115,0.457002665,3.879257265,6517.152205,0.2275,0.3735,0.162514625,0.438037065,735.9022692,0.429,0.8755,0.57788874,2.406810785,4043.442119
Feather Falls,herbicide,15,15,1993,0.6605,1.772,1.369857185,9.85954976,16564.0436,0.328,0.7015,0.33781376,1.545201065,2595.937789,0.608,1.4835,1.16074496,6.910424865,11609.51377
Feather Falls,herbicide,15,15,1994,0.699,2.471,1.53420714,19.17234074,32209.53244,0.172,0.8735,0.09289376,2.395827065,4024.989469,0.988,2.4715,3.06509216,19.18010047,32222.56879
Feather Falls,herbicide,15,15,1995,0.731,3.202,1.67789354,32.19380456,54085.59166,0.22,1.0935,0.151976,3.754630665,6307.779517,0.8705,3.342,2.379398585,35.07054696,58918.51889
Feather Falls,herbicide,15,15,1996,0.789,3.991,1.95471594,50.01417434,84023.81289,0.2815,1.375,0.248820665,5.9365625,9973.425,0.95,4.292,2.83385,57.84276896,97175.85185
Feather Falls,herbicide,15,15,1997,0.7985,4.7895,2.002071065,72.02943419,121009.4494,0.206,1.581,0.13324904,7.84862154,13185.68419,1.07,5.362,3.594986,90.27827816,151667.5073
Feather Falls,herbicide,15,15,1998,0.445,5.2345,0.6217985,86.03596939,144540.4286,0.172,1.753,0.09289376,9.64924826,16210.73708,1.004,6.366,3.16517024,127.2515018,213782.523
Feather Falls,herbicide,15,15,1999,0.2275,5.462,0.162514625,93.67701416,157377.3838,0.1475,1.9005,0.068314625,11.34136679,19053.49621,0.617,6.983,1.19536346,153.1135875,257230.827
Feather Falls,herbicide,15,15,2000,0.2485,5.7105,0.193902065,102.3948042,172023.2711,0.223,2.1235,0.15614906,14.15905207,23787.20748,0.3745,7.3575,0.440385785,169.9770116,285561.3795
Feather Falls,herbicide,15,15,2001,0.123,5.8335,0.04750506,106.8533279,179513.5909,0.0495,2.173,0.007693785,14.82685706,24909.11986,0.471,7.8285,0.69658074,192.4361945,323292.8068
Feather Falls,herbicide,15,15,2002,0.062,5.8955,0.01207016,109.1367296,183349.7057,0.047,2.22,0.00693626,15.475176,25998.29568,0.1725,8.001,0.093434625,201.0102431,337697.2084
Feather Falls,herbicide,15,15,2003,0.074,5.9695,0.01719464,111.893681,187981.3841,0.037,2.257,0.00429866,15.99531386,26872.12728,0.109,8.11,0.03730634,206.524394,346960.9819
Feather Falls,herbicide,15,15,2004,0.072,6.0415,0.01627776,114.6091279,192543.3349,0.0465,2.3035,0.006789465,16.66119247,27990.80335,0.1105,8.2205,0.038340185,212.1905876,356480.1872
Feather Falls,herbicide,15,15,2005,0.0785,6.12,0.019349465,117.606816,197579.4509,0.0335,2.337,0.003523865,17.14932666,28810.86879,0.1185,8.339,0.044092665,218.3522119,366831.716
Feather Falls,herbicide,15,15,2006,0.0845,6.2045,0.022420385,120.8768756,203073.151,0.042,2.379,0.00553896,17.77127274,29855.7382,0.1115,8.4505,0.039037265,224.2303838,376707.0448
Feather Falls,herbicide,15,15,2007,0.0755,6.28,0.017898785,123.836576,208045.4477,0.036,2.415,0.00406944,18.3131865,30766.15332,0.1265,8.577,0.050247065,230.9938771,388069.7135
Feather Falls,herbicide,15,15,2008,0.095,6.375,0.0283385,127.6115625,214387.425,0.043,2.458,0.00580586,18.97113896,31871.51345,0.1115,8.6885,0.039037265,237.0387013,398225.0182
Feather Falls,herbicide,17,10,1988,0.035,0.035,0.0038465,0.0038465,6.46212,0.0105,0.0105,0.000346185,0.000346185,0.5815908,0,0,0,0,0
Feather Falls,herbicide,17,10,1989,0.1705,0.2055,0.091280585,0.132602985,222.7730148,0.0475,0.058,0.007084625,0.01056296,17.7457728,0.0455,0.0455,0.006500585,0.006500585,10.9209828
Feather Falls,herbicide,17,10,1990,0.544,0.7495,0.92923904,1.763895785,2963.344919,0.138,0.196,0.05979816,0.12062624,202.6520832,0.218,0.2635,0.14922536,0.218017265,366.2690052
Feather Falls,herbicide,17,10,1991,0.8545,1.604,2.292734585,8.07864224,13572.11896,0.2365,0.4325,0.175627265,0.587356625,986.75913,0.682,0.9455,1.46048936,2.807066585,4715.871863
Feather Falls,herbicide,17,10,1992,0.991,2.595,3.08373434,21.1448385,35523.32868,0.3045,0.737,0.291141585,1.70555066,2865.325109,1.091,2.0365,3.73748234,13.02262327,21878.00709
Feather Falls,herbicide,17,10,1993,1.1795,3.7745,4.368431585,44.73510979,75154.98445,0.259,0.996,0.21063434,3.11493024,5233.082803,1.2955,3.332,5.269925585,34.86098336,58566.45204
Feather Falls,herbicide,17,10,1994,1.1435,4.918,4.105839665,75.94631336,127589.8064,0.243,1.239,0.18541386,4.82027994,8098.070299,1.438,4.77,6.49303016,71.444106,120026.0981
Feather Falls,herbicide,17,10,1995,1.009,5.927,3.19677434,110.3060931,185314.2364,0.2625,1.5015,0.216365625,7.079137065,11892.95027,1.386,6.156,6.03192744,118.994495,199910.7516
Feather Falls,herbicide,17,10,1996,1.0135,6.9405,3.225352265,151.2554964,254109.234,0.2395,1.741,0.180111185,9.51759434,15989.55849,1.2715,7.4275,5.076476465,173.2267546,291020.9477
Feather Falls,herbicide,17,10,1997,0.6765,7.617,1.437028065,182.1786835,306060.1883,0.2175,1.9585,0.148541625,12.04416787,20234.20202,1.2525,8.68,4.925894625,236.575136,397446.2285
Feather Falls,herbicide,17,10,1998,0.511,8.128,0.81991994,207.4421658,348502.8385,0.156,2.1145,0.07641504,14.03928619,23586.0008,0.8935,9.5735,2.506794665,287.7869731,483482.1148
Feather Falls,herbicide,17,10,1999,0.286,8.414,0.25683944,222.2975434,373459.8729,0.0955,2.21,0.028637585,15.336074,25764.60432,0.667,10.2405,1.39695146,329.2850184,553198.8309
Feather Falls,herbicide,17,10,2000,0.314,8.728,0.30959144,239.1988698,401854.1013,0.118,2.328,0.04372136,17.01749376,28589.38952,0.3815,10.622,0.457002665,354.2764158,595184.3785
Feather Falls,herbicide,17,10,2001,0.272,9,0.23230976,254.34,427291.2,0.099,2.427,0.03077514,18.49563306,31072.66354,0.432,11.054,0.58599936,383.6794762,644581.52
Feather Falls,herbicide,17,10,2002,0.2085,9.2085,0.136502865,266.2609229,447318.3505,0.09,2.517,0.025434,19.89280746,33419.91653,0.3705,11.4245,0.431028585,409.8302888,688514.8852
Feather Falls,herbicide,17,10,2003,0.201,9.4095,0.12685914,278.0114874,467059.2988,0.107,2.624,0.03594986,21.62008064,36321.73548,0.298,11.7225,0.27884456,431.4893996,724902.1913
Feather Falls,herbicide,17,10,2004,0.273,9.6825,0.23402106,294.3775316,494554.2531,0.144,2.768,0.06511104,24.05812736,40417.65396,0.308,12.0305,0.29787296,454.461401,763495.1537
Feather Falls,herbicide,17,10,2005,0.2645,9.947,0.219675185,310.6804203,521943.1061,0.096,2.864,0.02893824,25.75583744,43269.8069,0.417,12.4475,0.54601146,486.5124046,817340.8397
Feather Falls,herbicide,17,10,2006,0.222,10.169,0.15475176,324.7028815,545500.8409,0.1665,3.0305,0.087047865,28.83754099,48447.06886,0.36,12.8075,0.406944,515.0606566,865301.9031
Feather Falls,herbicide,17,10,2007,0.262,10.431,0.21554216,341.6500895,573972.1504,0.178,3.2085,0.09948776,32.32464287,54305.40002,0.388,13.1955,0.47270816,546.7406316,918524.2611
Feather Falls,herbicide,17,10,2008,0.151,10.582,0.07159514,351.6131934,590710.1649,0.09,3.2985,0.025434,34.16352107,57394.7154,0.4395,13.635,0.606523185,583.7675265,980729.4445
Feather Falls,herbicide,17,17,1988,0.0625,0.0625,0.012265625,0.012265625,20.60625,0.0115,0.0115,0.000415265,0.000415265,0.6976452,0,0,0,0,0
Feather Falls,herbicide,17,17,1989,0.257,0.3195,0.20739386,0.320531985,538.4937348,0.0555,0.067,0.009671985,0.01409546,23.6803728,0.074,0.074,0.01719464,0.01719464,28.8869952
Feather Falls,herbicide,17,17,1990,0.566,0.8855,1.00591784,2.462106185,4136.338391,0.0835,0.1505,0.021892865,0.071121785,119.4845988,0.312,0.386,0.30566016,0.46784744,785.9836992
Feather Falls,herbicide,17,17,1991,0.9075,1.793,2.585966625,10.09462586,16958.97144,0.114,0.2645,0.04080744,0.219675185,369.0543108,0.6495,1.0355,1.324609785,3.366897185,5656.387271
Feather Falls,herbicide,17,17,1992,0.8995,2.6925,2.540574785,22.76360663,38242.85914,0.1495,0.414,0.070179785,0.53818344,904.1481792,1.0215,2.057,3.276471465,13.28612186,22320.68472
Feather Falls,herbicide,17,17,1993,0.897,3.5895,2.52647226,40.45736219,67968.36848,0.2005,0.6145,0.126228785,1.185696185,1991.969591,1.049,3.106,3.45525914,30.29232104,50891.09935
Feather Falls,herbicide,17,17,1994,0.7845,4.374,1.932482385,60.07409064,100924.4723,0.156,0.7705,0.07641504,1.864124585,3131.729303,1.097,4.203,3.77870426,55.46875626,93187.51052
Feather Falls,herbicide,17,17,1995,0.828,5.202,2.15273376,84.97092456,142751.1533,0.2055,0.976,0.132602985,2.99108864,5025.028915,0.94,5.143,2.774504,83.05440986,139531.4086
Feather Falls,herbicide,17,17,1996,0.816,6.018,2.09078784,113.7192574,191048.3524,0.139,1.115,0.06066794,3.9037265,6558.26052,1.0335,6.1765,3.353903865,119.7883381,201244.408
Feather Falls,herbicide,17,17,1997,0.636,6.654,1.27011744,139.0257482,233563.257,0.181,1.296,0.10286954,5.27399424,8860.310323,0.9545,7.131,2.860760585,159.6726455,268250.0444
Feather Falls,herbicide,17,17,1998,0.4775,7.1315,0.715939625,159.6950377,268287.6633,0.125,1.421,0.0490625,6.34041674,10651.90012,0.817,7.948,2.09591546,198.3560106,333238.0978
Feather Falls,herbicide,17,17,1999,0.3485,7.48,0.381360065,175.684256,295149.5501,0.0645,1.4855,0.013063185,6.929070185,11640.83791,0.6015,8.5495,1.136059065,229.5150038,385585.2064
Feather Falls,herbicide,17,17,2000,0.2555,7.7355,0.204979985,187.8911952,315657.2079,0.0635,1.549,0.012661265,7.53411914,12657.32016,0.413,8.9625,0.53558666,252.2249156,423737.8582
Feather Falls,herbicide,17,17,2001,0.167,7.9025,0.08757146,196.0914496,329433.6353,0.068,1.617,0.01451936,8.21012346,13793.00741,0.3185,9.281,0.318528665,270.4700575,454389.6966
Feather Falls,herbicide,17,17,2002,0.1145,8.017,0.041166185,201.8149875,339049.179,0.0455,1.6625,0.006500585,8.678665625,14580.15825,0.2345,9.5155,0.172669385,284.3104844,477641.6138
Feather Falls,herbicide,17,17,2003,0.1645,8.1815,0.084969185,210.1819987,353105.7578,0.059,1.7215,0.01093034,9.305585465,15633.38358,0.16,9.6755,0.080384,293.9520428,493839.4319
Feather Falls,herbicide,17,17,2004,0.1665,8.348,0.087047865,218.8237866,367623.9615,0.0625,1.784,0.012265625,9.99353984,16789.14693,0.2235,9.899,0.156850065,307.6892311,516917.9082
Feather Falls,herbicide,17,17,2005,0.178,8.526,0.09948776,228.2550026,383468.4044,0.053,1.837,0.00882026,10.59614666,17801.52639,0.229,10.128,0.16466474,322.0898458,541110.9409
Feather Falls,herbicide,17,17,2006,0.166,8.692,0.08652584,237.229713,398545.9178,0.0575,1.8945,0.010381625,11.26986899,18933.3799,0.2305,10.3585,0.166828985,336.9173599,566021.1646
Feather Falls,herbicide,17,17,2007,0.1625,8.8545,0.082915625,246.1828146,413587.1285,0.0575,1.952,0.010381625,11.96435456,20100.11566,0.223,10.5815,0.15614906,351.5799667,590654.3441
Feather Falls,herbicide,17,17,2008,0.0965,8.951,0.029240465,251.5780591,422651.1393,0.0115,1.9635,0.000415265,12.10574327,20337.64869,0.2195,10.801,0.151285985,366.3174271,615413.2775
Feather Falls,herbicide,17,19,1988,0.083,0.083,0.02163146,0.02163146,36.3408528,0.013,0.013,0.00053066,0.00053066,0.8915088,0,0,0,0,0
Feather Falls,herbicide,17,19,1989,0.234,0.317,0.17193384,0.31553546,530.0995728,0.0665,0.0795,0.013885865,0.019845585,33.3405828,0.096,0.096,0.02893824,0.02893824,48.6162432
Feather Falls,herbicide,17,19,1990,0.212,0.529,0.14112416,0.87870074,1476.217243,0.108,0.1875,0.03662496,0.110390625,185.45625,0.3,0.396,0.2826,0.49240224,827.2357632
Feather Falls,herbicide,17,19,1991,0.526,1.055,0.86876264,3.4948985,5871.42948,0.1045,0.292,0.034289585,0.26772896,449.7846528,0.32,0.716,0.321536,1.60973984,2704.362931
Feather Falls,herbicide,17,19,1992,0.5085,1.5635,0.811916865,7.675831265,12895.39653,0.1615,0.4535,0.081898265,0.645779465,1084.909501,0.63,1.346,1.246266,5.68878824,9557.164243
Feather Falls,herbicide,17,19,1993,0.5845,2.148,1.072750385,14.48765856,24339.26638,0.0875,0.541,0.024040625,0.91901834,1543.950811,0.67,2.016,1.409546,12.76176384,21439.76325
Feather Falls,herbicide,17,19,1994,0.6215,2.7695,1.212863465,24.08420899,40461.4711,0.123,0.664,0.04750506,1.38441344,2325.814579,0.6715,2.6875,1.415864465,22.67914063,38100.95626
Feather Falls,herbicide,17,19,1995,0.619,3.3885,1.20312554,36.05326727,60569.48901,0.0835,0.7475,0.021892865,1.754494625,2947.55097,0.7445,3.432,1.740439985,36.98487936,62134.59732
Feather Falls,herbicide,17,19,1996,0.7025,4.091,1.549609625,52.55192234,88287.22953,0.0675,0.815,0.014306625,2.0856665,3503.91972,0.7025,4.1345,1.549609625,53.67544339,90174.7449
Feather Falls,herbicide,17,19,1997,0.435,4.526,0.5941665,64.32188264,108060.7628,0.0675,0.8825,0.014306625,2.445451625,4108.35873,0.7695,4.904,1.859288985,75.51453824,126864.4242
Feather Falls,herbicide,17,19,1998,0.2685,4.7945,0.226369665,72.17990299,121262.237,0.045,0.9275,0.0063585,2.701204625,4538.02377,0.502,5.406,0.79129256,91.76598504,154166.8549
Feather Falls,herbicide,17,19,1999,0.196,4.9905,0.12062624,78.20198339,131379.3321,0.0455,0.973,0.006500585,2.97272906,4994.184821,0.313,5.719,0.30762266,102.6998575,172535.7606
Feather Falls,herbicide,17,19,2000,0.194,5.1845,0.11817704,84.40018639,141792.3131,0.0345,1.0075,0.003737385,3.187276625,5354.62473,0.241,5.96,0.18237434,111.537824,187383.5443
Feather Falls,herbicide,17,19,2001,0.1025,5.287,0.032989625,87.77043866,147454.3369,0.0205,1.028,0.001319585,3.31830176,5574.746957,0.2285,6.1885,0.163946465,120.2542513,202027.1422
Feather Falls,herbicide,17,19,2002,0.086,5.373,0.02322344,90.64906506,152290.4293,0.0255,1.0535,0.002041785,3.484967465,5854.745341,0.123,6.3115,0.04750506,125.0820013,210137.7622
Feather Falls,herbicide,17,19,2003,0.0805,5.4535,0.020347985,93.38567947,156887.9415,0.0285,1.082,0.002550465,3.67607336,6175.803245,0.111,6.4225,0.03868794,129.5203096,217594.1201
Feather Falls,herbicide,17,19,2004,0.1005,5.554,0.031714785,96.85931624,162723.6513,0.053,1.135,0.00882026,4.0450265,6795.64452,0.109,6.5315,0.03730634,133.9539457,225042.6288
Feather Falls,herbicide,17,19,2005,0.178,5.732,0.09948776,103.1672874,173321.0428,0.0475,1.1825,0.007084625,4.390681625,7376.34513,0.1535,6.685,0.073985465,140.3241665,235744.5997
Feather Falls,herbicide,17,19,2006,0.1175,5.8495,0.043351625,107.4402818,180499.6734,0.0265,1.209,0.002205065,4.58967834,7710.659611,0.2255,6.9105,0.159669785,149.9507322,251917.2301
Feather Falls,herbicide,17,19,2007,0.0985,5.948,0.030465065,111.0891306,186629.7394,0.018,1.227,0.00101736,4.72736106,7941.966581,0.1435,7.054,0.064659665,156.2429962,262488.2336
Feather Falls,herbicide,17,19,2008,0.0865,6.0345,0.023494265,114.3436974,192097.4116,0.0155,1.2425,0.000754385,4.847551625,8143.88673,0.116,7.17,0.04225184,161.423946,271192.2293
Feather Falls,HF,1,7,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feather Falls,HF,1,7,1989,0.15,0.15,0.07065,0.07065,118.692,0.025,0.025,0.0019625,0.0019625,3.297,0,0,0,0,0
Feather Falls,HF,1,7,1990,0.3445,0.4945,0.372655985,0.767824985,1289.945975,0.0945,0.1195,0.028040985,0.044839985,75.3311748,0.1745,0.1745,0.095613785,0.095613785,160.6311588
Feather Falls,HF,1,7,1991,0.5805,1.075,1.058117985,3.6286625,6096.153,0.127,0.2465,0.05064506,0.190793465,320.5330212,0.4385,0.613,0.603766265,1.17991466,1982.256629
Feather Falls,HF,1,7,1992,0.682,1.757,1.46048936,9.69333386,16284.80088,0.156,0.4025,0.07641504,0.508699625,854.61537,0.7075,1.3205,1.571746625,5.475281585,9198.473063
Feather Falls,HF,1,7,1993,0.784,2.541,1.93001984,20.27397834,34060.28361,0.1465,0.549,0.067391465,0.94639914,1589.950555,0.8375,2.158,2.202415625,14.62286696,24566.41649
Feather Falls,HF,1,7,1994,0.842,3.383,2.22614696,35.93632346,60373.02341,0.113,0.662,0.04009466,1.37608616,2311.824749,0.93,3.088,2.715786,29.94223616,50302.95675
Feather Falls,HF,1,7,1995,0.7425,4.1255,1.731101625,53.44201579,89782.58653,0.0805,0.7425,0.020347985,1.731101625,2908.25073,0.955,4.043,2.8637585,51.32596586,86227.62264
Feather Falls,HF,1,7,1996,0.625,4.7505,1.2265625,70.86116579,119046.7585,0.082,0.8245,0.02111336,2.134572785,3586.082279,0.8225,4.8655,2.124229625,74.33350339,124880.2857
Feather Falls,HF,1,7,1997,0.4685,5.219,0.689205665,85.52719754,143685.6919,0.0685,0.893,0.014733665,2.50398986,4206.702965,0.7065,5.572,1.567306665,97.48815776,163780.105
Feather Falls,HF,1,7,1998,0.3515,5.5705,0.387954065,97.43567659,163691.9367,0.086,0.979,0.02322344,3.00950474,5055.967963,0.537,6.109,0.90547866,117.1844263,196869.8362
Feather Falls,HF,1,7,1999,0.3385,5.909,0.359788265,109.6371223,184190.3655,0.0655,1.0445,0.013471385,3.425677985,5755.139015,0.4365,6.5455,0.598271265,134.5288106,226008.4018
Feather Falls,HF,1,7,2000,0.2755,6.1845,0.238326785,120.0988464,201766.062,0.036,1.0805,0.00406944,3.665887985,6158.691815,0.404,6.9495,0.51249824,151.6480278,254768.6867
Feather Falls,HF,1,7,2001,0.1415,6.326,0.062869865,125.6573866,211104.4095,0.031,1.1115,0.00301754,3.879257265,6517.152205,0.3115,7.261,0.304681265,165.5474599,278119.7326
Feather Falls,HF,1,7,2002,0.129,6.455,0.05225274,130.8344585,219801.8903,0.0225,1.134,0.001589625,4.03790184,6783.675091,0.172,7.433,0.09289376,173.4833955,291452.1044
Feather Falls,HF,1,7,2003,0.12,6.575,0.045216,135.7441625,228050.193,0.024,1.158,0.00180864,4.21062696,7073.853293,0.151,7.584,0.07159514,180.6035558,303413.9737
Feather Falls,HF,1,7,2004,0.109,6.684,0.03730634,140.2821878,235674.0755,0.0185,1.1765,0.001074665,4.346238065,7301.679949,0.143,7.727,0.06420986,187.4785011,314963.8818
Feather Falls,HF,1,7,2005,0.112,6.796,0.03938816,145.0228342,243638.3615,0.0215,1.198,0.001451465,4.50654056,7570.988141,0.1275,7.8545,0.051044625,193.7165546,325443.8117
Feather Falls,HF,1,7,2006,0.1115,6.9075,0.039037265,149.8205666,251698.5519,0.0355,1.2335,0.003957185,4.777579865,8026.334173,0.1335,7.988,0.055961865,200.3575722,336600.7213
Feather Falls,HF,1,7,2007,0.1265,7.034,0.050247065,155.3582698,261001.8933,0.0385,1.272,0.004654265,5.08046976,8535.189197,0.147,8.135,0.06785226,207.7996265,349103.3725
Feather Falls,HF,1,7,2008,0.094,7.128,0.02774504,159.5383258,268024.3873,0,1.272,0,5.08046976,8535.189197,0.1645,8.2995,0.084969185,216.2885388,363364.7452
Feather Falls,HF,1,10,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feather Falls,HF,1,10,1989,0.5985,0.5985,1.124755065,1.124755065,1889.588509,0.094,0.094,0.02774504,0.02774504,46.6116672,0,0,0,0,0
